priority_rank,company_id,propensity_score,converted_30d_actual,signal_1,signal_2,signal_3,EMPLOYEE_RANGE,ALEXA_RANK,INDUSTRY,llm_sales_brief
134,1591,0.379,,Long active usage tenure (SHAP: +4.274),Long time on free tier (SHAP: +0.546),Accelerating ACTIONS trend (60d) (SHAP: +0.427),8.0,16000001.0,UNKNOWN,
135,1357,0.378,,Long active usage tenure (SHAP: +3.173),High USERS users (7d) (SHAP: +0.212),Uses multiple CRM modules (SHAP: +0.116),3.0,16000001.0,UNKNOWN,
136,2956,0.377,,Long active usage tenure (SHAP: +2.744),Uses multiple CRM modules (SHAP: +1.814),Accelerating ACTIONS trend (60d) (SHAP: +0.284),8.0,16000001.0,UNKNOWN,
137,2234,0.377,,Long active usage tenure (SHAP: +4.596),Uses multiple CRM modules (SHAP: +1.690),Broad multi-module adoption (SHAP: +0.767),38.0,3139121.0,TECH,
138,3805,0.376,,Long active usage tenure (SHAP: +1.865),High CONTACTS users (60d) (SHAP: +0.760),High CONTACTS users (30d) (SHAP: +0.566),3.0,16000001.0,UNKNOWN,
139,3243,0.37,,Long active usage tenure (SHAP: +2.367),High ACTIONS actions (60d) (SHAP: +0.773),High CONTACTS users (60d) (SHAP: +0.503),8.0,16000001.0,UNKNOWN,
140,204,0.367,,Long active usage tenure (SHAP: +2.818),High ACTIONS actions (60d) (SHAP: +0.854),High CONTACTS users (60d) (SHAP: +0.610),3.0,16000001.0,UNKNOWN,
141,1785,0.367,,Long active usage tenure (SHAP: +2.416),Uses multiple CRM modules (SHAP: +2.347),Pct Actions Crm Contacts 60D (SHAP: +0.247),8.0,16000001.0,UNKNOWN,
142,3851,0.366,,Long active usage tenure (SHAP: +5.030),Broad multi-module adoption (SHAP: +0.440),Company size signal (SHAP: +0.269),8.0,2620240.0,UNKNOWN,
143,5028,0.366,,Long active usage tenure (SHAP: +2.744),Long time on free tier (SHAP: +0.946),Accelerating ACTIONS trend (60d) (SHAP: +0.661),,16000001.0,UNKNOWN,
144,2230,0.364,,Long active usage tenure (SHAP: +4.871),Uses multiple CRM modules (SHAP: +1.057),Accelerating ACTIONS trend (60d) (SHAP: +0.471),38.0,4510295.0,UNKNOWN,
145,4629,0.364,,Long active usage tenure (SHAP: +2.203),Pct Actions Crm Contacts 60D (SHAP: +0.528),Recently active (SHAP: +0.477),3.0,16000001.0,UNKNOWN,
146,930,0.361,,Long active usage tenure (SHAP: +2.363),Uses multiple CRM modules (SHAP: +1.542),Accelerating ACTIONS trend (60d) (SHAP: +0.346),3.0,5276644.0,UNKNOWN,
147,1552,0.361,,Long active usage tenure (SHAP: +2.787),Strong web presence (low Alexa rank) (SHAP: +0.541),Accelerating usage growth (SHAP: +0.279),5500.0,139592.0,UNKNOWN,
148,5025,0.361,,Long active usage tenure (SHAP: +2.868),Uses multiple CRM modules (SHAP: +2.058),Company size signal (SHAP: +0.728),1.0,16000001.0,UNKNOWN,
149,265,0.36,,Strong web presence (low Alexa rank) (SHAP: +7.550),Company size signal (SHAP: +1.847),Recent platform activity (SHAP: +0.292),600.0,4209303.0,EDUCATION,
150,1278,0.36,,Long active usage tenure (SHAP: +4.351),Accelerating ACTIONS trend (60d) (SHAP: +0.541),Accelerating usage growth (SHAP: +0.478),18.0,16000001.0,UNKNOWN,
151,4787,0.36,,Long active usage tenure (SHAP: +2.660),Long time on free tier (SHAP: +1.203),High ACTIONS actions (60d) (SHAP: +0.577),8.0,16000001.0,GLASS CERAMICS CONCRETE,
152,3097,0.357,,Long active usage tenure (SHAP: +3.303),Company size signal (SHAP: +0.596),Strong web presence (low Alexa rank) (SHAP: +0.492),8.0,10261043.0,UNKNOWN,
153,2544,0.355,,Long active usage tenure (SHAP: +2.210),Accelerating ACTIONS trend (60d) (SHAP: +0.203),Recently active (SHAP: +0.201),8.0,16000001.0,UNKNOWN,
154,5052,0.355,,Long active usage tenure (SHAP: +2.055),Broad multi-module adoption (SHAP: +0.482),Recently active (SHAP: +0.423),8.0,16000001.0,UNKNOWN,
155,807,0.354,,Long active usage tenure (SHAP: +1.814),Accelerating ACTIONS trend (60d) (SHAP: +0.534),High CONTACTS actions (60d) (SHAP: +0.477),8.0,16000001.0,UNKNOWN,
156,689,0.353,,Long active usage tenure (SHAP: +2.885),Broad multi-module adoption (SHAP: +1.304),Strong web presence (low Alexa rank) (SHAP: +0.849),8.0,781922.0,UNKNOWN,
157,4739,0.353,,Long active usage tenure (SHAP: +1.129),Accelerating ACTIONS trend (60d) (SHAP: +0.531),Recently active (SHAP: +0.283),3.0,16000001.0,UNKNOWN,
158,4463,0.353,,Long active usage tenure (SHAP: +1.809),Accelerating ACTIONS trend (60d) (SHAP: +1.226),Company size signal (SHAP: +0.555),8.0,10751072.0,UNKNOWN,
159,4945,0.351,,Long active usage tenure (SHAP: +3.817),Uses multiple CRM modules (SHAP: +2.267),High USERS users (60d) (SHAP: +0.270),38.0,16000001.0,UNKNOWN,
160,2165,0.35,,Long active usage tenure (SHAP: +5.004),Uses multiple CRM modules (SHAP: +0.194),Accelerating ACTIONS trend (60d) (SHAP: +0.122),3.0,16000001.0,UNKNOWN,
161,3947,0.349,,Long active usage tenure (SHAP: +2.189),Broad multi-module adoption (SHAP: +0.672),Recently active (SHAP: +0.353),3.0,16000001.0,UNKNOWN,
162,2825,0.347,,Long active usage tenure (SHAP: +4.582),Accelerating usage growth (SHAP: +0.996),High CONTACTS users (30d) (SHAP: +0.459),8.0,10667706.0,UNKNOWN,
163,1983,0.345,,Long active usage tenure (SHAP: +4.113),Company size signal (SHAP: +0.477),High USERS users (7d) (SHAP: +0.224),8.0,16000001.0,UNKNOWN,
164,2225,0.345,,Long active usage tenure (SHAP: +4.653),Uses multiple CRM modules (SHAP: +2.728),Pct Actions Crm Contacts 60D (SHAP: +0.196),3.0,16000001.0,UNKNOWN,
165,4222,0.345,,Long active usage tenure (SHAP: +2.428),Uses multiple CRM modules (SHAP: +1.981),High session intensity (60d) (SHAP: +0.179),8.0,16000001.0,UNKNOWN,
166,2140,0.344,,Long active usage tenure (SHAP: +2.328),Uses multiple CRM modules (SHAP: +2.019),Long time on free tier (SHAP: +0.714),8.0,16000001.0,UNKNOWN,
167,2403,0.343,,Long active usage tenure (SHAP: +4.149),Broad multi-module adoption (SHAP: +0.561),Company size signal (SHAP: +0.440),1.0,16000001.0,UNKNOWN,
168,5187,0.343,,Long active usage tenure (SHAP: +2.443),Uses multiple CRM modules (SHAP: +1.511),Broad multi-module adoption (SHAP: +0.579),600.0,16000001.0,UNKNOWN,
169,738,0.342,,Long active usage tenure (SHAP: +4.265),Broad multi-module adoption (SHAP: +1.381),Accelerating ACTIONS trend (60d) (SHAP: +0.632),125.0,1400199.0,UNKNOWN,
170,653,0.34,,Long active usage tenure (SHAP: +2.067),Accelerating ACTIONS trend (60d) (SHAP: +0.974),Long time on free tier (SHAP: +0.944),8.0,16000001.0,MECHANICAL OR INDUSTRIAL ENGINEERING,
171,1245,0.34,,Long active usage tenure (SHAP: +2.006),Company size signal (SHAP: +0.493),Recently active (SHAP: +0.250),1.0,16000001.0,UNKNOWN,
172,406,0.339,,Long active usage tenure (SHAP: +2.199),Broad multi-module adoption (SHAP: +1.484),Accelerating usage growth (SHAP: +0.474),125.0,16000001.0,UNKNOWN,
173,2188,0.338,,Long active usage tenure (SHAP: +1.445),High CONTACTS users (60d) (SHAP: +0.828),High CONTACTS users (30d) (SHAP: +0.648),3.0,16000001.0,UNKNOWN,
174,4189,0.337,,Long active usage tenure (SHAP: +2.924),Accelerating ACTIONS trend (60d) (SHAP: +1.155),High USERS users (60d) (SHAP: +0.615),8.0,1717110.0,UNKNOWN,
175,3734,0.337,,Long active usage tenure (SHAP: +2.087),Strong web presence (low Alexa rank) (SHAP: +1.083),Long time on free tier (SHAP: +0.936),,6510014.0,UNKNOWN,
176,2865,0.336,,Long active usage tenure (SHAP: +2.855),Recently active (SHAP: +0.258),High CONTACTS actions (60d) (SHAP: +0.176),125.0,1045803.0,TRANSPORTATION TRUCKING RAILROAD,
177,1942,0.335,,Strong web presence (low Alexa rank) (SHAP: +8.249),Company size signal (SHAP: +1.329),Recent platform activity (SHAP: +0.273),,8180262.0,UNKNOWN,
178,1941,0.335,,Strong web presence (low Alexa rank) (SHAP: +8.249),Company size signal (SHAP: +1.329),Recent platform activity (SHAP: +0.273),,8180262.0,UNKNOWN,
179,1940,0.335,,Strong web presence (low Alexa rank) (SHAP: +8.249),Company size signal (SHAP: +1.329),Recent platform activity (SHAP: +0.273),,8180262.0,UNKNOWN,
180,3062,0.333,,Long active usage tenure (SHAP: +1.631),Recently active (SHAP: +0.180),High session intensity (60d) (SHAP: +0.115),38.0,16000001.0,MARKETING,
181,2085,0.33,,Long active usage tenure (SHAP: +3.241),Broad multi-module adoption (SHAP: +0.983),Accelerating ACTIONS trend (60d) (SHAP: +0.519),8.0,16000001.0,MARKETING,
182,708,0.328,,Long active usage tenure (SHAP: +2.404),Uses multiple CRM modules (SHAP: +1.846),Company size signal (SHAP: +0.316),8.0,16000001.0,UNKNOWN,
183,4826,0.327,,Long active usage tenure (SHAP: +1.982),Recently active (SHAP: +0.429),Company size signal (SHAP: +0.331),8.0,16000001.0,UNKNOWN,
184,579,0.326,,Long active usage tenure (SHAP: +2.596),Recently active (SHAP: +0.393),Accelerating ACTIONS trend (60d) (SHAP: +0.377),3.0,16000001.0,UNKNOWN,
185,1239,0.326,,Long active usage tenure (SHAP: +2.927),Long time on free tier (SHAP: +1.081),Strong web presence (low Alexa rank) (SHAP: +0.866),3.0,6850473.0,UNKNOWN,
186,3959,0.325,,Long active usage tenure (SHAP: +2.137),High USERS users (7d) (SHAP: +0.228),High ACTIONS actions (30d) (SHAP: +0.056),3.0,16000001.0,UNKNOWN,
187,2494,0.325,,Long active usage tenure (SHAP: +1.985),Pct Actions Crm Contacts 60D (SHAP: +0.232),Pct Actions Crm Companies 30D (SHAP: +0.077),38.0,16000001.0,UNKNOWN,
188,2444,0.324,,Long active usage tenure (SHAP: +2.790),High USERS users (7d) (SHAP: +0.215),Pct Actions Crm Contacts 60D (SHAP: +0.132),38.0,16000001.0,UNKNOWN,
189,3539,0.324,,Long active usage tenure (SHAP: +4.377),Uses multiple CRM modules (SHAP: +1.520),Accelerating ACTIONS trend (60d) (SHAP: +0.298),8.0,16000001.0,UNKNOWN,
190,2626,0.324,,Long active usage tenure (SHAP: +2.059),Accelerating ACTIONS trend (60d) (SHAP: +0.286),High USERS users (7d) (SHAP: +0.224),3.0,16000001.0,UNKNOWN,
191,2696,0.323,,Long active usage tenure (SHAP: +2.377),Company size signal (SHAP: +0.592),High USERS users (7d) (SHAP: +0.175),1.0,16000001.0,UNKNOWN,
192,2392,0.323,,Long active usage tenure (SHAP: +2.540),Broad multi-module adoption (SHAP: +0.441),Company size signal (SHAP: +0.406),,16000001.0,UNKNOWN,
193,3717,0.323,,Long active usage tenure (SHAP: +3.382),High USERS users (7d) (SHAP: +0.229),Pct Actions Crm Contacts 60D (SHAP: +0.197),3.0,16000001.0,UNKNOWN,
194,4867,0.322,,Long active usage tenure (SHAP: +3.749),Accelerating ACTIONS trend (60d) (SHAP: +0.674),Recently active (SHAP: +0.487),,16000001.0,UNKNOWN,
195,1080,0.321,,Long active usage tenure (SHAP: +2.431),Broad multi-module adoption (SHAP: +0.400),Recently active (SHAP: +0.237),8.0,16000001.0,UNKNOWN,
196,4077,0.318,,Long active usage tenure (SHAP: +3.262),Recently active (SHAP: +0.269),High USERS users (7d) (SHAP: +0.201),8.0,16000001.0,UNKNOWN,
197,1819,0.317,,Long active usage tenure (SHAP: +2.733),Broad multi-module adoption (SHAP: +1.466),Accelerating ACTIONS trend (60d) (SHAP: +1.055),,1095738.0,UNKNOWN,
198,3303,0.316,,Long active usage tenure (SHAP: +4.174),Broad multi-module adoption (SHAP: +0.972),Company size signal (SHAP: +0.479),,16000001.0,UNKNOWN,
199,3679,0.314,,Long active usage tenure (SHAP: +2.909),Long time on free tier (SHAP: +1.396),Company size signal (SHAP: +0.331),8.0,16000001.0,UNKNOWN,
200,2120,0.314,,Long active usage tenure (SHAP: +2.445),Long time on free tier (SHAP: +0.869),Accelerating ACTIONS trend (60d) (SHAP: +0.699),8.0,1028080.0,UNKNOWN,
201,1353,0.31,,Long active usage tenure (SHAP: +2.633),High EMAIL actions (60d) (SHAP: +0.582),Strong web presence (low Alexa rank) (SHAP: +0.518),,352198.0,UNKNOWN,
202,4878,0.31,,Long active usage tenure (SHAP: +2.528),Recently active (SHAP: +0.428),Company size signal (SHAP: +0.426),8.0,16000001.0,CONSTRUCTION,
203,1323,0.309,,Long active usage tenure (SHAP: +2.907),Actions Email Per User 60D (SHAP: +0.452),Recently active (SHAP: +0.338),38.0,798762.0,TECH,
204,2577,0.307,,Long active usage tenure (SHAP: +3.352),Accelerating usage growth (SHAP: +1.930),Long time on free tier (SHAP: +0.833),8.0,289485.0,TECH,
205,3226,0.306,,Long active usage tenure (SHAP: +2.336),Broad multi-module adoption (SHAP: +1.151),Accelerating ACTIONS trend (60d) (SHAP: +0.604),3.0,16000001.0,UNKNOWN,
206,3505,0.306,,Long active usage tenure (SHAP: +4.152),High CONTACTS users (60d) (SHAP: +1.798),Accelerating usage growth (SHAP: +1.443),125.0,16000001.0,LEGAL SERVICES,
207,417,0.305,,Long active usage tenure (SHAP: +4.417),Recently active (SHAP: +0.340),Broad multi-module adoption (SHAP: +0.205),18.0,16000001.0,UNKNOWN,
208,5144,0.305,,Long active usage tenure (SHAP: +1.888),Strong web presence (low Alexa rank) (SHAP: +0.512),Accelerating ACTIONS trend (60d) (SHAP: +0.438),3.0,4428996.0,UNKNOWN,
209,3637,0.304,,Long active usage tenure (SHAP: +4.435),Broad multi-module adoption (SHAP: +0.876),Accelerating ACTIONS trend (60d) (SHAP: +0.418),8.0,1293614.0,UNKNOWN,
210,394,0.298,,Long active usage tenure (SHAP: +2.558),Uses multiple CRM modules (SHAP: +2.314),Strong web presence (low Alexa rank) (SHAP: +0.360),18.0,9768614.0,UNKNOWN,
211,1329,0.298,,Long active usage tenure (SHAP: +3.522),Accelerating ACTIONS trend (60d) (SHAP: +0.401),High USERS users (7d) (SHAP: +0.235),3.0,16000001.0,UNKNOWN,
212,2659,0.297,,Long active usage tenure (SHAP: +3.532),Accelerating ACTIONS trend (60d) (SHAP: +0.568),Accelerating usage growth (SHAP: +0.233),38.0,16000001.0,UNKNOWN,
213,3892,0.297,,Long active usage tenure (SHAP: +3.501),Strong web presence (low Alexa rank) (SHAP: +0.477),Recently active (SHAP: +0.453),3.0,4721066.0,UNKNOWN,
214,933,0.296,,Long active usage tenure (SHAP: +1.897),Company size signal (SHAP: +0.571),High USERS users (7d) (SHAP: +0.226),1.0,16000001.0,UNKNOWN,
215,4906,0.296,,Long active usage tenure (SHAP: +1.517),Company size signal (SHAP: +0.219),High USERS users (7d) (SHAP: +0.181),1.0,16000001.0,UNKNOWN,
216,1555,0.295,,Long active usage tenure (SHAP: +2.837),Broad multi-module adoption (SHAP: +1.630),Strong web presence (low Alexa rank) (SHAP: +0.518),125.0,161239.0,HEALTHCARE,
217,2631,0.295,,Uses multiple CRM modules (SHAP: +2.410),Long active usage tenure (SHAP: +1.833),Company size signal (SHAP: +0.524),1.0,16000001.0,UNKNOWN,
218,772,0.295,,Long active usage tenure (SHAP: +3.653),High USERS users (7d) (SHAP: +0.195),Pct Actions Crm Contacts 60D (SHAP: +0.114),18.0,448627.0,UNKNOWN,
219,1959,0.292,,Long active usage tenure (SHAP: +2.765),Broad multi-module adoption (SHAP: +0.891),Accelerating usage growth (SHAP: +0.194),18.0,16000001.0,UNKNOWN,
220,1910,0.291,,Long active usage tenure (SHAP: +2.608),Broad multi-module adoption (SHAP: +1.829),Strong web presence (low Alexa rank) (SHAP: +0.512),38.0,1958201.0,MARKETING,
221,2899,0.29,,Long active usage tenure (SHAP: +3.379),Accelerating ACTIONS trend (60d) (SHAP: +0.639),High CONTACTS actions (60d) (SHAP: +0.401),125.0,16000001.0,UNKNOWN,
222,3813,0.29,,Long active usage tenure (SHAP: +3.428),Broad multi-module adoption (SHAP: +0.837),High USERS users (7d) (SHAP: +0.208),3.0,16000001.0,UNKNOWN,
223,1897,0.289,,Long active usage tenure (SHAP: +1.497),Accelerating ACTIONS trend (60d) (SHAP: +0.231),High CONTACTS users (60d) (SHAP: +0.062),3.0,16000001.0,UNKNOWN,
224,4779,0.289,,Long active usage tenure (SHAP: +4.705),High CONTACTS users (30d) (SHAP: +0.807),High USERS users (60d) (SHAP: +0.785),18.0,16000001.0,UNKNOWN,
225,1356,0.288,,Long active usage tenure (SHAP: +3.619),Broad multi-module adoption (SHAP: +0.534),High CONTACTS users (14d) (SHAP: +0.049),3.0,16000001.0,UNKNOWN,
226,814,0.287,,Long active usage tenure (SHAP: +2.601),Strong web presence (low Alexa rank) (SHAP: +1.600),Company size signal (SHAP: +0.459),600.0,106000.0,RETAIL,
227,4833,0.286,,Long active usage tenure (SHAP: +2.969),Recently active (SHAP: +0.395),High CONTACTS users (60d) (SHAP: +0.238),18.0,3466062.0,UNKNOWN,
228,3712,0.286,,Long active usage tenure (SHAP: +1.493),High DEALS actions (60d) (SHAP: +0.390),Recently active (SHAP: +0.343),125.0,2470173.0,DESIGN,
229,216,0.286,,Long active usage tenure (SHAP: +1.735),Recently active (SHAP: +0.429),High CONTACTS actions (60d) (SHAP: +0.259),18.0,2000208.0,UNKNOWN,
230,3990,0.283,,Long active usage tenure (SHAP: +1.965),Company size signal (SHAP: +0.896),Strong web presence (low Alexa rank) (SHAP: +0.356),600.0,2497213.0,FINANCIAL SERVICES,
231,3983,0.283,,Long active usage tenure (SHAP: +2.515),Accelerating ACTIONS trend (60d) (SHAP: +1.364),High USERS users (60d) (SHAP: +0.494),8.0,16000001.0,UNKNOWN,
232,1713,0.283,,Long active usage tenure (SHAP: +2.988),Broad multi-module adoption (SHAP: +1.309),Company size signal (SHAP: +0.242),8.0,1486364.0,TECH,
233,4229,0.282,,Long active usage tenure (SHAP: +1.969),Broad multi-module adoption (SHAP: +1.295),Strong web presence (low Alexa rank) (SHAP: +0.719),3.0,1864326.0,UNKNOWN,
234,3697,0.28,,Long active usage tenure (SHAP: +1.441),Company size signal (SHAP: +0.246),High USERS users (7d) (SHAP: +0.188),1.0,16000001.0,UNKNOWN,
235,378,0.28,,Long active usage tenure (SHAP: +1.867),Uses multiple CRM modules (SHAP: +1.371),Broad multi-module adoption (SHAP: +0.153),3.0,16000001.0,UNKNOWN,
236,4200,0.28,,Long active usage tenure (SHAP: +2.601),High DEALS actions (30d) (SHAP: +0.833),High session intensity (60d) (SHAP: +0.339),38.0,2346329.0,MARKETING,
237,2604,0.279,,Long active usage tenure (SHAP: +2.469),Uses multiple CRM modules (SHAP: +2.087),Actions Email Per User 60D (SHAP: +0.203),125.0,16000001.0,UNKNOWN,
238,3429,0.278,,Long active usage tenure (SHAP: +2.663),High session intensity (60d) (SHAP: +0.390),Company size signal (SHAP: +0.364),,16000001.0,UNKNOWN,
239,3878,0.278,,Long active usage tenure (SHAP: +2.364),Recently active (SHAP: +0.445),Pct Actions Crm Contacts 60D (SHAP: +0.331),38.0,479290.0,UNKNOWN,
240,5108,0.275,,Long active usage tenure (SHAP: +2.404),High USERS users (7d) (SHAP: +0.207),Uses multiple CRM modules (SHAP: +0.166),38.0,16000001.0,UNKNOWN,
241,901,0.271,,Long active usage tenure (SHAP: +2.146),High session intensity (60d) (SHAP: +0.599),Company size signal (SHAP: +0.368),,16000001.0,UNKNOWN,
